figure_no,figure_id,caption_original,caption_ru,api_page,pdf_page,block_id,candidate_id,block_type,original_text,ru_text,stage3_translate,stage3_status,stage3_confidence,bbox_pdf_points_stage3,bbox_crop_pixels_stage3,bbox_asset_pixels_stage3k,bbox_tight_ink_stage3k,bbox_safe_stage3k,line_bboxes_stage3k,replacement_bbox_stage3l,font_size_stage3l,wrapped_ru_stage3l,master_status,action,source_of_approval,source_detail,figure_accepted_keep,user_scope_note,user_policy_note,s49_rebuild_required,do_not_use_v3_mass_output_as_approval
11,Figure 11,Figure 11—Accuracy Limits and Usable Temperature Ranges for Thermistors and RTDs,Рисунок 11 — Пределы точности и применимые диапазоны температур для термисторов и термопреобразователей сопротивления,37,45,block-012,,callout,Thermistor (±0.2°C),"Термистор (±0,2 °C)",True,check,0.55,,,,,,,,,,strategy_debug_rebuild,rebuild_from_original_pdf_s49_cleaned_first,stage3_source_translate_true,three debug figures require cleaned-only control before translation,no,,"Для Figure 11 применять новые стратегии; таблицы/легенды: линии защищать, caption не чистить как внутреннюю надпись.",yes,yes
12,Figure 12,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,42,50,,fig12_stage3j_candidate_0001,,purge (optional),,,stage3k_candidate_only,1.0,,,"[765, 83, 891, 101]","[765, 83, 890, 100]","[763, 81, 892, 102]","[[765, 83, 891, 101]]",,,,approved_candidate_in_accepted_figure,keep_or_use_approved_bbox,stage3k_approved,Входит в пользовательский список Figure и проходит фильтр осознанных английских слов.,yes,Combust air purge (optional) — целая многострочная надпись,,no,yes
12,Figure 12,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,42,50,,fig12_stage3j_candidate_0002,,alignment assembly,,,stage3k_candidate_only,1.0,,,"[78, 409, 156, 445]","[78, 405, 156, 445]","[76, 403, 158, 447]","[[78, 409, 156, 427], [78, 427, 154, 445]]",,,,approved_candidate_in_accepted_figure,keep_or_use_approved_bbox,stage3k_approved,Входит в пользовательский список Figure и проходит фильтр осознанных английских слов.,yes,Combust air purge (optional) — целая многострочная надпись,,no,yes
12,Figure 12,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,42,50,block-001,,caption,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,True,caption,0.95,"[157.26, 363.65, 443.09, 374.76]",,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,yes,Combust air purge (optional) — целая многострочная надпись,,no,yes
12,Figure 12,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,42,50,block-002,,callout,Do not exceed allowed bend radius,Не превышать допустимый радиус изгиба,True,ok,0.75,"[94.74, 103.51, 235.32, 112.51]","[109, 37, 391, 55]","[109, 37, 391, 55]","[105, 38, 390, 51]","[103, 36, 392, 53]",,,18,"Не превышать допустимый
радиус изгиба",approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3k_approved,matched previous accepted replacement audit,yes,Combust air purge (optional) — целая многострочная надпись,,no,yes
12,Figure 12,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,42,50,block-003,,callout,Combustion air purge (optional),"Воздух горения, продувка (опция)",True,ok,0.75,"[422.25, 117.26, 485.3, 135.26]","[764, 65, 891, 101]","[765, 65, 886, 83]","[765, 65, 889, 87]","[763, 63, 891, 89]",,,18,"Продувка
воздухом
горения (опция)",approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3k_approved,matched previous accepted replacement audit,yes,Combust air purge (optional) — целая многострочная надпись,,no,yes
12,Figure 12,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,42,50,block-004,,callout,Instrument air,Приборный воздух,True,ok,0.75,"[244.5, 125.51, 299.52, 134.51]","[409, 81, 519, 99]","[409, 81, 519, 99]","[405, 82, 519, 95]","[403, 80, 521, 97]",,,18,"Приборный
воздух",approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3k_approved,matched previous accepted replacement audit,yes,Combust air purge (optional) — целая многострочная надпись,,no,yes
12,Figure 12,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,42,50,block-005,,callout,Armored fiber optic cable,Бронированный волоконно-оптический кабель,True,ok,0.75,"[127.24, 155.52, 181.75, 173.52]","[174, 141, 284, 177]","[174, 141, 284, 177]","[170, 142, 284, 177]","[168, 140, 286, 179]",,,17,Бронированный волоконно-оптический кабель,approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3k_approved,matched previous accepted replacement audit,yes,Combust air purge (optional) — целая многострочная надпись,,no,yes
12,Figure 12,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,42,50,block-006,,callout,Coil and Protect excess cable,Свернуть в бухту и защитить избыточную длину кабеля,True,ok,0.75,"[130.74, 181.19, 194.77, 199.19]","[181, 192, 310, 228]","[181, 192, 310, 228]","[177, 193, 310, 224]","[175, 191, 312, 226]",,,17,"Свернуть в бухту и защитить избыточную длину
кабеля",approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3k_approved,matched previous accepted replacement audit,yes,Combust air purge (optional) — целая многострочная надпись,,no,yes
12,Figure 12,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,42,50,block-007,,callout,Full port ball valve,Полнопроходной шаровой кран,True,check,0.75,"[280.75, 218.02, 353.27, 227.02]","[482, 266, 627, 284]","[481, 266, 627, 284]","[477, 262, 626, 284]","[475, 260, 628, 286]",,,15,"Полнопроходной
шаровой кран",approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3k_approved,matched previous accepted replacement audit,yes,Combust air purge (optional) — целая многострочная надпись,,no,yes
12,Figure 12,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,42,50,block-008,,callout,Lens assembly,Линзовый узел,True,ok,0.75,"[72.7, 235.19, 132.72, 244.19]","[65, 300, 185, 318]","[65, 300, 185, 318]","[67, 301, 185, 318]","[65, 299, 187, 320]",,,18,"Линзовый
узел",approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3k_approved,matched previous accepted replacement audit,yes,Combust air purge (optional) — целая многострочная надпись,,no,yes
12,Figure 12,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,42,50,block-009,,callout,Disconnect for lens cleaning,Разъём для очистки линзы,True,ok,0.75,"[78.94, 253.02, 136.46, 271.02]","[78, 336, 193, 372]","[78, 336, 193, 372]","[79, 337, 197, 372]","[77, 335, 199, 374]",,,16,"Разъём для
очистки
линзы",approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3k_approved,matched previous accepted replacement audit,yes,Combust air purge (optional) — целая многострочная надпись,,no,yes
12,Figure 12,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,42,50,block-010,,callout,Ball joint lens alignment assembly,Узел шарнирной регулировки положения линзы,True,ok,0.75,"[78.99, 280.49, 132.01, 307.49]","[78, 391, 184, 445]","[78, 391, 184, 409]","[79, 392, 184, 413]","[77, 390, 186, 415]",,,16,"Узел шарнирной
регулировки
положения линзы",approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3k_approved,matched previous accepted replacement audit,yes,Combust air purge (optional) — целая многострочная надпись,,no,yes
12,Figure 12,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,42,50,block-011,,callout,Air purge collar,Кольцо воздушной продувки,True,ok,0.75,"[205.33, 290.61, 265.85, 299.61]","[331, 411, 452, 429]","[331, 411, 452, 429]","[331, 412, 452, 429]","[329, 410, 454, 431]",,,18,"Кольцо
воздушной
продувки",approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3k_approved,matched previous accepted replacement audit,yes,Combust air purge (optional) — целая многострочная надпись,,no,yes
12,Figure 12,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,42,50,block-012,,callout,Slope line away from lens,Линию выполнять с уклоном от линзы,True,ok,0.75,"[187.83, 307.61, 290.37, 316.61]","[296, 445, 501, 463]","[296, 445, 501, 463]","[296, 446, 500, 463]","[294, 444, 502, 465]",,,18,"Линию выполнять с
уклоном от линзы",approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3k_approved,matched previous accepted replacement audit,yes,Combust air purge (optional) — целая многострочная надпись,,no,yes
12,Figure 12,Figure 12—Example Pyrometer Installation for Claus Reactor,Рисунок 12 — Пример установки пирометра для реактора Клауса,42,50,block-013,,dimension_or_callout,Spool length determined by target size and cooling required,Длина катушки определяется размером цели и требуемым охлаждением,True,ok,0.75,"[177.22, 328.11, 312.3, 346.11]","[274, 486, 545, 522]","[274, 486, 545, 522]","[275, 487, 545, 522]","[273, 485, 547, 522]",,,12,Длина катушки определяется размером цели и требуемым охлаждением,approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3k_approved,matched previous accepted replacement audit,yes,Combust air purge (optional) — целая многострочная надпись,,no,yes
13,Figure 13,Figure 13—Sheathed Type Thermocouple with Armored Lead,Рисунок 13 — Термопара в оболочке с бронированным выводом,42,50,block-001,,caption,Figure 13—Sheathed Type Thermocouple with Armored Lead,Рисунок 13 — Термопара в оболочке с бронированным выводом,True,caption,0.95,"[157.08, 622.2, 441.81, 636.08]",,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
13,Figure 13,Figure 13—Sheathed Type Thermocouple with Armored Lead,Рисунок 13 — Термопара в оболочке с бронированным выводом,42,50,block-002,,callout,Sheathed couple with 24 in. min. flexible lead and spiral armor,Термопара в оболочке с гибким выводом длиной не менее 24″ и спиральной бронёй.,True,ok,0.55,,,,,,,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
13,Figure 13,Figure 13—Sheathed Type Thermocouple with Armored Lead,Рисунок 13 — Термопара в оболочке с бронированным выводом,42,50,block-003,,callout,Armor or braid attached to sheath,"Броня или оплётка, прикреплённая к оболочке",True,ok,0.55,,,,,,,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
13,Figure 13,Figure 13—Sheathed Type Thermocouple with Armored Lead,Рисунок 13 — Термопара в оболочке с бронированным выводом,42,50,block-004,,callout,Potting seal,Заливочное уплотнение,True,ok,0.55,,,,,,,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
13,Figure 13,Figure 13—Sheathed Type Thermocouple with Armored Lead,Рисунок 13 — Термопара в оболочке с бронированным выводом,42,50,block-005,,callout,Compression fitting or spring loaded adapter,Компрессионный фитинг или подпружиненный адаптер,True,ok,0.55,,,,,,,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
13,Figure 13,Figure 13—Sheathed Type Thermocouple with Armored Lead,Рисунок 13 — Термопара в оболочке с бронированным выводом,42,50,block-006,,callout,Thermocouple head with transmitter,Головка термопары с преобразователем,True,ok,0.75,"[203.61, 623.33, 350.64, 681.42]","[327, 487, 621, 603]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
13,Figure 13,Figure 13—Sheathed Type Thermocouple with Armored Lead,Рисунок 13 — Термопара в оболочке с бронированным выводом,42,50,block-007,,callout,Cable seal fitting or strain relief bushing with rubber grommet,Кабельный уплотнительный фитинг или втулка разгрузки натяжения с резиновой манжетой.,True,ok,0.55,,,,,,,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
13,Figure 13,Figure 13—Sheathed Type Thermocouple with Armored Lead,Рисунок 13 — Термопара в оболочке с бронированным выводом,42,50,block-008,,callout,Drip loop,Каплеуловительная петля,True,ok,0.55,,,,,,,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
14,Figure 14,Figure 14—Transmitter Mounted in Connection Head,"Рисунок 14 — Преобразователь, установленный в соединительной головке",43,51,block-001,,caption,Figure 14—Transmitter Mounted in Connection Head,"Рисунок 14 — Преобразователь, установленный в соединительной головке",True,caption,0.95,"[188.46, 569.15, 435.86, 580.26]",,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,yes,без надписей,,no,yes
14,Figure 14,Figure 14—Transmitter Mounted in Connection Head,"Рисунок 14 — Преобразователь, установленный в соединительной головке",43,51,block-002,,callout,No separate labels inside the graphic area.,Внутри графической области отдельных текстовых надписей нет.,False,control_note,0.55,,,,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,control_note,yes,без надписей,,no,yes
15,Figure 15,Figure 15—Definition of Pressure,Рисунок 15 — Определение давления,46,54,,fig15_stage3j_candidate_0001,,Gauge compound,,,stage3k_candidate_only,1.0,,,"[551, 73, 636, 111]","[552, 74, 634, 111]","[550, 72, 636, 113]","[[566, 73, 621, 91], [551, 93, 636, 111]]",,,,approved_candidate_in_accepted_figure,keep_or_use_approved_bbox,stage3k_approved,Входит в пользовательский список Figure и проходит фильтр осознанных английских слов.,yes,,,no,yes
15,Figure 15,Figure 15—Definition of Pressure,Рисунок 15 — Определение давления,46,54,block-001,,caption,Figure 15—Definition of Pressure,Рисунок 15 — Определение давления,True,caption,0.95,"[221.35, 681.89, 378.71, 693.01]",,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,yes,,,no,yes
15,Figure 15,Figure 15—Definition of Pressure,Рисунок 15 — Определение давления,46,54,block-002,,callout,Absolute,Абсолютное давление,True,ok,0.75,"[48.01, 268.68, 552.06, 669.75]","[16, 377, 1024, 1180]","[312, 90, 382, 108]","[312, 91, 382, 104]","[310, 89, 384, 106]",,,19,"Абсолютное
давление",approved_not_inside_png,skip_caption_or_html_block,stage3k_approved,caption/note is outside crop or represented as HTML,yes,,,no,yes
15,Figure 15,Figure 15—Definition of Pressure,Рисунок 15 — Определение давления,46,54,block-003,,callout,Gauge,Избыточное давление,True,ok,0.75,"[48.0, 160.67, 350.26, 535.41]","[16, 161, 621, 911]","[443, 37, 497, 55]","[444, 38, 497, 55]","[442, 36, 499, 57]",,,19,"Избыточное
давление",approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3k_approved,matched previous accepted replacement audit,yes,,,no,yes
15,Figure 15,Figure 15—Definition of Pressure,Рисунок 15 — Определение давления,46,54,block-004,,callout,Gauge compound,Составное давление,True,ok,0.75,"[315.73, 526.41, 357.76, 545.41]","[551, 893, 636, 931]","[443, 37, 497, 55]","[444, 38, 497, 55]","[442, 36, 499, 57]",,,17,"Составное
давление",approved_not_inside_png,skip_caption_or_html_block,stage3k_approved,caption/note is outside crop or represented as HTML,yes,,,no,yes
15,Figure 15,Figure 15—Definition of Pressure,Рисунок 15 — Определение давления,46,54,block-005,,callout,Pressure,Давление,True,ok,0.75,"[48.01, 87.65, 552.08, 693.01]","[16, 15, 1024, 1226]","[172, 283, 244, 301]","[173, 283, 243, 296]","[171, 281, 245, 298]",,,19,Давление,approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3k_approved,matched previous accepted replacement audit,yes,,,no,yes
15,Figure 15,Figure 15—Definition of Pressure,Рисунок 15 — Определение давления,46,54,block-006,,callout,Vacuum,Вакуум,True,ok,0.75,"[77.55, 220.67, 464.1, 676.09]","[75, 281, 848, 1192]","[380, 355, 445, 369]","[380, 355, 444, 368]","[378, 353, 446, 369]",,,19,Вакуум,approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3k_approved,matched previous accepted replacement audit,yes,,,no,yes
15,Figure 15,Figure 15—Definition of Pressure,Рисунок 15 — Определение давления,46,54,block-007,,callout,Barometric range,Барометрический диапазон,True,ok,0.75,"[395.41, 556.25, 438.92, 575.25]","[711, 952, 798, 990]","[711, 133, 798, 171]","[707, 133, 798, 170]","[705, 131, 800, 172]",,,17,"Барометрический
диапазон",approved_not_inside_png,skip_caption_or_html_block,stage3k_approved,caption/note is outside crop or represented as HTML,yes,,,no,yes
15,Figure 15,Figure 15—Definition of Pressure,Рисунок 15 — Определение давления,46,54,block-008,,callout,Atmospheric [approx. 14.7 PSIA (100 kPa)],"Атмосферное давление [прибл. 14,7 PSIA (100 кПа)]",True,ok,0.75,"[408.75, 593.71, 527.83, 612.71]","[738, 1027, 976, 1065]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,yes,,,no,yes
15,Figure 15,Figure 15—Definition of Pressure,Рисунок 15 — Определение давления,46,54,block-009,,callout,Total vacuum (zero or absolute),Полный вакуум (ноль или абсолютное давление),True,ok,0.75,"[411.08, 650.75, 481.61, 669.75]","[742, 1142, 883, 1180]","[742, 322, 883, 360]","[742, 322, 883, 359]","[740, 320, 885, 361]",,,16,"Полный вакуум
(ноль или
абсолютное
давление)",approved_not_inside_png,skip_caption_or_html_block,stage3k_approved,caption/note is outside crop or represented as HTML,yes,,,no,yes
16,Figure 16,Figure 16—Swirl with Elbows in 90° Planes,Рисунок 16 — Закручивание потока при отводах в плоскостях 90°,59,67,block-001,,caption,Figure 16—Swirl with Elbows in 90° Planes,Рисунок 16 — Закручивание потока при отводах в плоскостях 90°,True,caption,0.95,"[211.26, 698.33, 412.81, 709.44]",,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,yes,,,no,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,,fig17_stage3j_candidate_0002,,(1/8 in.) spiral wound gasket,,,stage3k_candidate_only,1.0,,,"[812, 429, 964, 465]","[813, 425, 966, 469]","[811, 423, 968, 471]","[[812, 429, 964, 447], [812, 448, 863, 465]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,,fig17_stage3j_candidate_0003,,or drain hole,,,stage3k_candidate_only,1.0,,,"[616, 446, 716, 464]","[617, 442, 716, 460]","[615, 440, 718, 462]","[[616, 446, 716, 464]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,,fig17_stage3j_candidate_0008,,assembly,,,stage3k_candidate_only,1.0,,,"[912, 712, 988, 730]","[912, 713, 988, 730]","[910, 711, 990, 732]","[[912, 712, 988, 730]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-001,,caption,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,True,caption,0.95,"[236.94, 722.81, 363.4, 733.92]",,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-002,,dimension_or_callout,Orifice with 100 mm (4 in.) paddle fabricated according to ISA RP 3.2 and engraved according to Note 8.,"Диафрагма с рукояткой 100 мм (4″), изготовленная согласно ISA RP 3.2 и маркированная согласно примечанию 8.",True,ok,0.55,,,"[325, 76, 679, 132]","[326, 77, 677, 128]","[324, 75, 679, 130]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-003,,callout,Orifice plate and gaskets centered by stud bolts,Диафрагма и прокладки центрируются шпильками.,True,ok,0.75,"[446.59, 175.28, 545.64, 193.79]","[813, 191, 1011, 228]","[683, 191, 1011, 228]","[684, 187, 1011, 232]","[682, 185, 1013, 234]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-004,,note_reference,(Note 3),(Прим. 3),False,note_reference,0.55,,,,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,note_reference,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-005,,callout,Notch for jack screw nut,Выемка под гайку отжимного винта,True,ok,0.75,"[271.25, 233.93, 326.27, 252.44]","[462, 308, 573, 345]","[463, 308, 573, 345]","[463, 309, 572, 349]","[461, 307, 574, 351]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-006,,dimension_or_callout,Standard 3.2 mm (1/8 in.) spiral wound gasket,"Стандартная спирально-навитая прокладка 3,2 мм (1/8″)",True,ok,0.75,"[446.16, 284.33, 522.16, 312.6]","[812, 409, 964, 465]","[812, 409, 943, 426]","[813, 409, 943, 430]","[811, 407, 945, 432]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-007,,callout,Optional vent or drain hole,Опциональное вентиляционное или дренажное отверстие,True,ok,0.75,"[348.21, 293.64, 401.24, 312.14]","[616, 427, 722, 464]","[616, 427, 722, 445]","[617, 428, 723, 449]","[615, 426, 725, 451]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-008,,callout,FLOW,ПОТОК,True,ok,0.75,"[467.6, 312.61, 493.6, 321.61]","[855, 465, 907, 483]","[855, 465, 907, 483]","[856, 466, 911, 479]","[854, 464, 913, 481]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-009,,note_reference,Note 2,Примечание 2,False,note_reference,0.75,"[55.94, 329.63, 400.21, 537.15]","[32, 499, 720, 914]",,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,note_reference,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-010,,note_reference,Note 4,Примечание 4,False,note_reference,0.75,"[55.95, 353.71, 539.15, 581.16]","[32, 547, 998, 1002]",,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,note_reference,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-011,,note_reference,Note 6,Примечание 6,False,note_reference,0.75,"[55.95, 379.25, 354.34, 635.16]","[32, 598, 629, 1110]",,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,note_reference,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-012,,note_reference,Note 7,Примечание 7,False,note_reference,0.75,"[55.95, 196.08, 375.68, 672.16]","[32, 232, 671, 1184]",,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,note_reference,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-013,,dimension_or_callout,27 mm (13/16 in.) jack screw assembly,Узел отжимного винта 27 мм (13/16″),True,ok,0.55,,,"[912, 693, 1001, 711]","[912, 694, 1001, 715]","[910, 692, 1003, 717]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-014,,callout,Orifice flange face,Поверхность фланца диафрагмы,True,ok,0.75,"[133.0, 437.04, 205.53, 446.04]","[186, 714, 331, 732]","[186, 714, 331, 732]","[187, 715, 330, 732]","[185, 713, 332, 734]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-015,,note_reference,Note 1,Примечание 1,False,note_reference,0.75,"[55.95, 454.97, 504.57, 490.15]","[32, 750, 929, 820]",,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,note_reference,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-016,,note,"NOTE 1 The tap dimension from the flange face exceeds the standard 25.4 mm (1.0 in.) when 3.2 mm (1/8 in.) spiral wound gaskets are used. For ≥0.4 β 2 in. and 3 in. NPS and ≥0.65 β for sizes 4 in. NPS and larger, repositioning the tap 1.59 mm (1/16 in.) closer to the flange face should be considered. See API MPMS Chapter 14.3 for the effect on the metering accuracy by non-standard orifice tap placement.","ПРИМЕЧАНИЕ 1. Размер от оси отбора до поверхности фланца превышает стандартные 25,4 мм (1.0″), когда применяются спирально-навитые прокладки толщиной 3,2 мм (1/8″). При β ≥ 0,4 для NPS 2″ и 3″, а также при β ≥ 0,65 для размеров NPS 4″ и более следует рассмотреть смещение отбора на 1,59 мм (1 16″) ближе к поверхности фланца. Влияние нестандартного расположения отбора диафрагмы на точность измерения см. в API MPMS, глава 14.3.",True,ok,0.55,,,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
